id,transaction,datetime,name,value,source,location,created_at
580,logging,2026-01-24T23:32:15Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:32:25-05:00
581,logging,2026-01-24T23:32:56Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:33:07-05:00
582,logging,2026-01-24T23:33:37Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:33:48-05:00
583,logging,2026-01-24T23:34:14Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:34:25-05:00
584,logging,2026-01-24T23:34:55Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:35:06-05:00
585,logging,2026-01-24T23:35:32Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:35:43-05:00
586,logging,2026-01-24T23:36:09Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:36:20-05:00
587,logging,2026-01-24T23:36:46Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:36:57-05:00
588,logging,2026-01-24T23:37:22Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:37:34-05:00
589,logging,2026-01-24T23:37:59Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:38:10-05:00
590,logging,2026-01-24T23:38:40Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:38:52-05:00
591,logging,2026-01-24T23:39:17Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:39:29-05:00
592,logging,2026-01-24T23:39:59Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:40:10-05:00
593,logging,2026-01-24T23:40:35Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:40:47-05:00
594,logging,2026-01-24T23:41:12Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:41:24-05:00
595,logging,2026-01-24T23:41:53Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:42:05-05:00
596,logging,2026-01-24T23:42:35Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:42:46-05:00
597,logging,2026-01-24T23:43:11Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:43:23-05:00
598,logging,2026-01-24T23:43:53Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:44:04-05:00
599,logging,2026-01-24T23:44:34Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:44:45-05:00
600,logging,2026-01-24T23:45:11Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:45:22-05:00
601,logging,2026-01-24T23:45:48Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:45:59-05:00
602,logging,2026-01-24T23:46:29Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:46:40-05:00
603,logging,2026-01-24T23:47:10Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:47:21-05:00
604,logging,2026-01-24T23:47:47Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:47:58-05:00
605,logging,2026-01-24T23:48:28Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:48:40-05:00
606,logging,2026-01-24T23:49:05Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:49:16-05:00
607,logging,2026-01-24T23:49:42Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:49:53-05:00
608,logging,2026-01-24T23:50:19Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:50:30-05:00
609,logging,2026-01-24T23:51:00Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:51:12-05:00
610,logging,2026-01-24T23:51:37Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:51:48-05:00
611,logging,2026-01-24T23:52:18Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:52:30-05:00
612,logging,2026-01-24T23:52:59Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:53:11-05:00
613,logging,2026-01-24T23:53:36Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:53:48-05:00
614,logging,2026-01-24T23:54:13Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:54:25-05:00
615,logging,2026-01-24T23:54:50Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:55:02-05:00
616,logging,2026-01-24T23:55:26Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:55:39-05:00
617,logging,2026-01-24T23:56:03Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:56:16-05:00
618,logging,2026-01-24T23:56:44Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:56:57-05:00
619,logging,2026-01-24T23:57:21Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:57:34-05:00
620,logging,2026-01-24T23:58:02Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:58:15-05:00
621,logging,2026-01-24T23:58:44Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:58:56-05:00
622,logging,2026-01-24T23:59:21Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T18:59:33-05:00
623,logging,2026-01-24T23:59:57Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:00:10-05:00
624,logging,2026-01-25T00:00:34Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:00:47-05:00
625,logging,2026-01-25T00:01:11Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:01:24-05:00
626,logging,2026-01-25T00:01:48Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:02:01-05:00
627,logging,2026-01-25T00:02:29Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:02:42-05:00
628,logging,2026-01-25T00:03:06Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:03:19-05:00
629,logging,2026-01-25T00:03:47Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:04:00-05:00
630,logging,2026-01-25T00:04:28Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:04:41-05:00
631,logging,2026-01-25T00:05:10Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:05:22-05:00
632,logging,2026-01-25T00:05:46Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:05:59-05:00
633,logging,2026-01-25T00:06:23Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:06:36-05:00
634,logging,2026-01-25T00:07:04Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:07:17-05:00
635,logging,2026-01-25T00:07:41Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:07:54-05:00
636,logging,2026-01-25T00:08:18Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:08:31-05:00
637,logging,2026-01-25T00:08:55Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:09:08-05:00
638,logging,2026-01-25T00:09:36Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:09:49-05:00
639,logging,2026-01-25T00:10:13Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:10:26-05:00
640,logging,2026-01-25T00:10:50Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:11:03-05:00
641,logging,2026-01-25T00:11:31Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:11:44-05:00
642,logging,2026-01-25T00:12:08Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:12:21-05:00
643,logging,2026-01-25T00:12:49Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:13:02-05:00
644,logging,2026-01-25T00:13:26Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:13:39-05:00
645,logging,2026-01-25T00:14:03Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:14:16-05:00
646,logging,2026-01-25T00:14:44Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:14:57-05:00
647,logging,2026-01-25T00:15:25Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:15:39-05:00
648,logging,2026-01-25T00:16:02Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:16:16-05:00
649,logging,2026-01-25T00:16:39Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:16:52-05:00
650,logging,2026-01-25T00:17:20Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:17:34-05:00
651,logging,2026-01-25T00:17:57Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:18:11-05:00
652,logging,2026-01-25T00:18:38Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:18:52-05:00
653,logging,2026-01-25T00:19:19Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:19:33-05:00
654,logging,2026-01-25T00:19:56Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:20:10-05:00
655,logging,2026-01-25T00:20:33Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:20:47-05:00
656,logging,2026-01-25T00:21:10Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:21:24-05:00
657,logging,2026-01-25T00:21:51Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:22:05-05:00
658,logging,2026-01-25T00:22:28Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:22:42-05:00
659,logging,2026-01-25T00:23:05Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:23:19-05:00
660,logging,2026-01-25T00:23:46Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:24:00-05:00
661,logging,2026-01-25T00:24:23Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:24:37-05:00
662,logging,2026-01-25T00:25:00Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:25:14-05:00
663,logging,2026-01-25T00:25:37Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:25:51-05:00
664,logging,2026-01-25T00:26:14Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:26:28-05:00
665,logging,2026-01-25T00:26:51Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:27:05-05:00
666,logging,2026-01-25T00:27:32Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:27:46-05:00
667,logging,2026-01-25T00:28:13Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:28:27-05:00
668,logging,2026-01-25T00:28:50Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:29:04-05:00
669,logging,2026-01-25T00:29:27Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:29:41-05:00
670,logging,2026-01-25T00:30:04Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:30:18-05:00
671,logging,2026-01-25T00:30:41Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:30:55-05:00
672,logging,2026-01-25T00:31:22Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:31:36-05:00
673,logging,2026-01-25T00:31:59Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:32:13-05:00
674,logging,2026-01-25T00:32:36Z,temperature,58.44,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:32:50-05:00
675,logging,2026-01-25T00:33:17Z,temperature,58.33,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:33:31-05:00
676,set_location,2026-01-25T00:33:33Z,location,study,arduino-r4-wifi-5ED2C4,study,2026-01-24T19:33:33-05:00
677,set_location,2026-01-25T00:33:49Z,location,pumproom,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:33:49-05:00
678,logging,2026-01-25T00:33:54Z,temperature,58.44,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:34:08-05:00
679,logging,2026-01-25T00:34:35Z,temperature,58.44,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:34:49-05:00
680,logging,2026-01-25T00:35:12Z,temperature,58.1,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:35:26-05:00
681,logging,2026-01-25T00:35:49Z,temperature,57.65,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:36:03-05:00
682,logging,2026-01-25T00:36:26Z,temperature,57.31,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:36:40-05:00
683,logging,2026-01-25T00:37:02Z,temperature,57.09,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:37:17-05:00
684,logging,2026-01-25T00:37:39Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:37:54-05:00
685,logging,2026-01-25T00:38:21Z,temperature,56.53,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:38:35-05:00
686,logging,2026-01-25T00:38:57Z,temperature,56.41,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:39:12-05:00
687,logging,2026-01-25T00:39:39Z,temperature,56.19,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:39:53-05:00
688,logging,2026-01-25T00:40:15Z,temperature,56.08,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:40:30-05:00
689,logging,2026-01-25T00:40:57Z,temperature,55.96,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:41:11-05:00
690,logging,2026-01-25T00:41:33Z,temperature,55.96,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:41:48-05:00
691,logging,2026-01-25T00:42:10Z,temperature,55.85,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:42:25-05:00
692,logging,2026-01-25T00:42:47Z,temperature,55.85,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:43:02-05:00
693,logging,2026-01-25T00:43:24Z,temperature,55.74,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:43:39-05:00
694,logging,2026-01-25T00:44:01Z,temperature,55.74,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:44:16-05:00
695,logging,2026-01-25T00:44:42Z,temperature,55.74,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:44:57-05:00
696,logging,2026-01-25T00:45:19Z,temperature,55.74,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:45:34-05:00
697,logging,2026-01-25T00:46:00Z,temperature,55.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:46:15-05:00
698,logging,2026-01-25T00:46:41Z,temperature,55.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:46:56-05:00
699,logging,2026-01-25T00:47:18Z,temperature,55.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:47:33-05:00
700,logging,2026-01-25T00:47:59Z,temperature,55.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:48:14-05:00
701,logging,2026-01-25T00:48:36Z,temperature,55.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:48:51-05:00
702,logging,2026-01-25T00:49:13Z,temperature,55.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:49:28-05:00
703,logging,2026-01-25T00:49:50Z,temperature,55.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:50:05-05:00
704,logging,2026-01-25T00:50:31Z,temperature,55.51,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:50:46-05:00
705,logging,2026-01-25T00:51:08Z,temperature,55.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:51:23-05:00
706,logging,2026-01-25T00:51:45Z,temperature,55.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:52:00-05:00
707,logging,2026-01-25T00:52:22Z,temperature,55.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:52:37-05:00
708,logging,2026-01-25T00:52:59Z,temperature,55.51,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:53:14-05:00
709,logging,2026-01-25T00:53:36Z,temperature,55.51,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:53:51-05:00
710,logging,2026-01-25T00:54:13Z,temperature,55.62,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:54:28-05:00
711,logging,2026-01-25T00:54:50Z,temperature,55.51,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:55:05-05:00
712,logging,2026-01-25T00:55:27Z,temperature,55.51,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:55:42-05:00
713,logging,2026-01-25T00:56:04Z,temperature,55.51,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:56:19-05:00
714,logging,2026-01-25T00:56:40Z,temperature,55.51,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:56:56-05:00
715,logging,2026-01-25T00:57:17Z,temperature,55.51,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:57:33-05:00
716,logging,2026-01-25T00:57:54Z,temperature,55.51,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:58:10-05:00
717,logging,2026-01-25T00:58:35Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:58:51-05:00
718,logging,2026-01-25T00:59:12Z,temperature,55.51,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T19:59:28-05:00
719,logging,2026-01-25T00:59:49Z,temperature,55.51,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:00:05-05:00
720,logging,2026-01-25T01:00:26Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:00:42-05:00
721,logging,2026-01-25T01:01:03Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:01:18-05:00
722,logging,2026-01-25T01:01:44Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:02:00-05:00
723,logging,2026-01-25T01:02:21Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:02:37-05:00
724,logging,2026-01-25T01:02:58Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:03:14-05:00
725,logging,2026-01-25T01:03:39Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:03:55-05:00
726,logging,2026-01-25T01:04:20Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:04:36-05:00
727,logging,2026-01-25T01:04:57Z,temperature,55.51,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:05:13-05:00
728,logging,2026-01-25T01:05:34Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:05:50-05:00
729,logging,2026-01-25T01:06:11Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:06:27-05:00
730,logging,2026-01-25T01:06:48Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:07:04-05:00
731,logging,2026-01-25T01:07:29Z,temperature,55.51,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:07:45-05:00
732,logging,2026-01-25T01:08:06Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:08:22-05:00
733,logging,2026-01-25T01:08:43Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:08:59-05:00
734,logging,2026-01-25T01:09:24Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:09:40-05:00
735,logging,2026-01-25T01:10:01Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:10:17-05:00
736,logging,2026-01-25T01:10:38Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:10:54-05:00
737,logging,2026-01-25T01:11:15Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:11:31-05:00
738,logging,2026-01-25T01:11:51Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:12:07-05:00
739,logging,2026-01-25T01:12:28Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:12:44-05:00
740,logging,2026-01-25T01:13:05Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:13:21-05:00
741,logging,2026-01-25T01:13:42Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:13:58-05:00
742,logging,2026-01-25T01:14:19Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:14:35-05:00
743,logging,2026-01-25T01:14:56Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:15:12-05:00
744,logging,2026-01-25T01:15:33Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:15:49-05:00
745,logging,2026-01-25T01:16:10Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:16:26-05:00
746,logging,2026-01-25T01:16:47Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:17:03-05:00
747,logging,2026-01-25T01:17:24Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:17:40-05:00
748,logging,2026-01-25T01:18:01Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:18:18-05:00
749,logging,2026-01-25T01:18:38Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:18:55-05:00
750,logging,2026-01-25T01:19:15Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:19:32-05:00
751,logging,2026-01-25T01:19:52Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:20:09-05:00
752,logging,2026-01-25T01:20:29Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:20:46-05:00
753,logging,2026-01-25T01:21:10Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:21:27-05:00
754,logging,2026-01-25T01:21:47Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:22:04-05:00
755,logging,2026-01-25T01:22:24Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:22:41-05:00
756,logging,2026-01-25T01:23:01Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:23:18-05:00
757,logging,2026-01-25T01:23:38Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:23:55-05:00
758,logging,2026-01-25T01:24:15Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:24:31-05:00
759,logging,2026-01-25T01:24:56Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:25:13-05:00
760,logging,2026-01-25T01:25:33Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:25:50-05:00
761,logging,2026-01-25T01:26:10Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:26:27-05:00
762,logging,2026-01-25T01:26:47Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:27:03-05:00
763,logging,2026-01-25T01:27:24Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:27:40-05:00
764,logging,2026-01-25T01:28:01Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:28:17-05:00
765,logging,2026-01-25T01:28:37Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:28:54-05:00
766,logging,2026-01-25T01:29:14Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:29:31-05:00
767,logging,2026-01-25T01:29:51Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:30:08-05:00
768,logging,2026-01-25T01:30:28Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:30:45-05:00
769,logging,2026-01-25T01:31:09Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:31:26-05:00
770,logging,2026-01-25T01:31:46Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:32:03-05:00
771,logging,2026-01-25T01:32:23Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:32:40-05:00
772,logging,2026-01-25T01:33:00Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:33:17-05:00
773,logging,2026-01-25T01:33:37Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:33:54-05:00
774,logging,2026-01-25T01:34:14Z,temperature,55.4,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:34:31-05:00
775,logging,2026-01-25T01:34:51Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:35:08-05:00
776,logging,2026-01-25T01:35:28Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:35:45-05:00
777,logging,2026-01-25T01:36:05Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:36:22-05:00
778,logging,2026-01-25T01:36:41Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:36:59-05:00
779,logging,2026-01-25T01:37:18Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:37:36-05:00
780,logging,2026-01-25T01:37:55Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:38:13-05:00
781,logging,2026-01-25T01:38:32Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:38:49-05:00
782,logging,2026-01-25T01:39:09Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:39:26-05:00
783,logging,2026-01-25T01:39:50Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:40:08-05:00
784,logging,2026-01-25T01:40:27Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:40:45-05:00
785,logging,2026-01-25T01:41:04Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:41:21-05:00
786,logging,2026-01-25T01:41:41Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:41:58-05:00
787,logging,2026-01-25T01:42:18Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:42:35-05:00
788,logging,2026-01-25T01:42:55Z,temperature,55.29,arduino-r4-wifi-5ED2C4,pumproom,2026-01-24T20:43:12-05:00
